Severity,CVSS,Issue,Ports,OID,CVE,Affected Devices,Number of Device(s),Last Detected,Known Exploited Vulnerability,Summary,Vulnerability Detection Result,Impact,Solution,Vulnerability Insight,Vulnerability Detection Method,References,Known To Be Used In Ransomware Campaigns,ingestion_error_reason
Medium,4.9,Oracle MySQL Server 8.0.0 - 8.0.42 Security Update (cpujul2025) - Windows,3306/tcp (mysql),1.3.6.1.4.1.25623.1.0.154950,,"usx01vsdb2bpoc1.rpi.reliableparts.com (172.16.11.147 / 00:50:56:BB:A4:0B),usx01vsdb2bpoc2.rpi.reliableparts.com (172.16.11.163 / 00:50:56:BB:BD:D1)",2,17-Apr-2026,No,Oracle MySQL Server is prone to a denial of service (DoS)   vulnerability.,Installed version: 8.0.34 Fixed version:     8.0.43 Installation path / port:       3306/tcp --- Installed version: 8.0.41 Fixed version:     8.0.43 Installation path / port:       3306/tcp,,Update to version 8.0.43 or later.,,"Checks if a vulnerable version is present on the target host. Details: Oracle MySQL Server 8.0.0 - 8.0.42 Security Update (cpujul2025) - Windows (OID: 1.3.6.1.4.1.25623.1.0.154950) Version used: 2025-09-09T05:38:49Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,4.9,"Oracle MySQL Server 8.x <= 8.0.35, 8.1.x <= 8.2.0 Security Update (cpuapr2024) - Windows",3306/tcp (mysql),1.3.6.1.4.1.25623.1.0.170757,,usx01vsdb2bpoc1.rpi.reliableparts.com (172.16.11.147 / 00:50:56:BB:A4:0B),1,17-Apr-2026,No,Oracle MySQL Server is prone to multiple vulnerabilities.,Installed version: 8.0.34 Fixed version:     8.0.36 Installation path / port:       3306/tcp,,"Update to version 8.0.36, 8.2.1 or later.",,"Checks if a vulnerable version is present on the target host. Details: Oracle MySQL Server 8.x <= 8.0.35, 8.1.x <= 8.2.0 Security Update (cpuapr202... (OID: 1.3.6.1.4.1.25623.1.0.170757) Version used: 2025-09-09T05:38:49Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,4.9,Oracle MySQL Server 8.x <= 8.0.34 Security Update (cpuapr2024) - Windows,3306/tcp (mysql),1.3.6.1.4.1.25623.1.0.170761,,usx01vsdb2bpoc1.rpi.reliableparts.com (172.16.11.147 / 00:50:56:BB:A4:0B),1,17-Apr-2026,No,Oracle MySQL Server is prone to multiple vulnerabilities.,Installed version: 8.0.34 Fixed version:     8.0.35 Installation path / port:       3306/tcp,,Update to version 8.0.35 or later.,,"Checks if a vulnerable version is present on the target host. Details: Oracle MySQL Server 8.x <= 8.0.34 Security Update (cpuapr2024) - Windows (OID: 1.3.6.1.4.1.25623.1.0.170761) Version used: 2025-09-09T05:38:49Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,4.9,Oracle MySQL Server 8.x <= 8.0.35 Security Update (cpuapr2024) - Windows,3306/tcp (mysql),1.3.6.1.4.1.25623.1.0.170763,,usx01vsdb2bpoc1.rpi.reliableparts.com (172.16.11.147 / 00:50:56:BB:A4:0B),1,17-Apr-2026,No,Oracle MySQL Server is prone to multiple vulnerabilities.,Installed version: 8.0.34 Fixed version:     8.0.36 Installation path / port:       3306/tcp,,Update to version 8.0.36 or later.,,"Checks if a vulnerable version is present on the target host. Details: Oracle MySQL Server 8.x <= 8.0.35 Security Update (cpuapr2024) - Windows (OID: 1.3.6.1.4.1.25623.1.0.170763) Version used: 2025-09-09T05:38:49Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,4.9,Oracle MySQL Server <= 8.0.35 Security Update (cpuoct2024) - Windows,3306/tcp (mysql),1.3.6.1.4.1.25623.1.0.170867,,usx01vsdb2bpoc1.rpi.reliableparts.com (172.16.11.147 / 00:50:56:BB:A4:0B),1,17-Apr-2026,No,Oracle MySQL Server is prone to a denial of service (DoS)   vulnerability.,Installed version: 8.0.34 Fixed version:     8.0.36 Installation path / port:       3306/tcp,,Update to version 8.0.36 or later.,,"Checks if a vulnerable version is present on the target host. Details: Oracle MySQL Server <= 8.0.35 Security Update (cpuoct2024) - Windows (OID: 1.3.6.1.4.1.25623.1.0.170867) Version used: 2025-09-09T05:38:49Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,4.9,"Oracle MySQL Server <= 8.0.38, 8.1 <= 8.4.1, 9.0 <= 9.0.1 Security Update (cpuoct2024) - Windows",3306/tcp (mysql),1.3.6.1.4.1.25623.1.0.170869,,usx01vsdb2bpoc1.rpi.reliableparts.com (172.16.11.147 / 00:50:56:BB:A4:0B),1,17-Apr-2026,No,Oracle MySQL Server is prone to a denial of service (DoS)   vulnerability.,Installed version: 8.0.34 Fixed version:     8.0.39 Installation path / port:       3306/tcp,,"Update to version 8.0.39, 8.4.2, 9.0.2 or later.",,"Checks if a vulnerable version is present on the target host. Details: Oracle MySQL Server <= 8.0.38, 8.1 <= 8.4.1, 9.0 <= 9.0.1 Security Update (c... (OID: 1.3.6.1.4.1.25623.1.0.170869) Version used: 2025-09-09T05:38:49Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,4.8,Cleartext Transmission of Sensitive Information via HTTP,"5050/tcp (mmcc),8080/tcp (http-alt),8000/tcp",1.3.6.1.4.1.25623.1.0.108440,,"usx01vspflyn01.rpi.reliableparts.com (172.16.11.101 / 00:50:56:BB:BA:64),usx01vspadmgr02.rpi.reliableparts.com (172.16.11.103 / 00:50:56:BB:B9:35),usx01vsplb01.rpi.reliableparts.com (172.16.11.5 / 00:50:56:BB:16:87),usx01vsplb02.rpi.reliableparts.com (172.16.11.6 / 00:50:56:BB:DA:C9)",4,17-Apr-2026,No,"The host / application transmits sensitive information (username, passwords) in   cleartext via HTTP.",The following input fields were identified (URL:input name): http://usx01vspflyn01.rpi.reliableparts.com:5050/login:password --- The following input fields were identified (URL:input name): http://usx01vspadmgr02.rpi.reliableparts.com:8080/api:j_password http://usx01vspadmgr02.rpi.reliableparts.com:8080/application:j_password http://usx01vspadmgr02.rpi.reliableparts.com:8080/dashboard:j_password --- The following input fields were identified (URL:input name): http://usx01vsplb01.rpi.reliableparts.com:8000/cgi-mod/index.cgi:password_entry --- The following input fields were identified (URL:input name): http://usx01vsplb02.rpi.reliableparts.com:8000/cgi-mod/index.cgi:password_entry,An attacker could use this situation to compromise or eavesdrop on the   HTTP communication between the client and the server using a man-in-the-middle attack to get access to   sensitive data like usernames or passwords.,Enforce the transmission of sensitive data via an encrypted SSL/TLS connection.   Additionally make sure the host / application is redirecting all users to the secured SSL/TLS connection before   allowing to input sensitive data into the mentioned functions.,,"Evaluate previous collected information and check if the host / application is not   enforcing the transmission of sensitive data via an encrypted SSL/TLS connection.   The script is currently checking the following:   - HTTP Basic Authentication (Basic Auth)   - HTTP Forms (e.g. Login) with input field of type 'password' Details: Cleartext Transmission of Sensitive Information via HTTP (OID: 1.3.6.1.4.1.25623.1.0.108440) Version used: 2023-09-07T05:05:21Z ","https://www.owasp.org/index.php/Top_10_2013-A2-Broken_Authentication_and_Session_Management,https://www.owasp.org/index.php/Top_10_2013-A6-Sensitive_Data_Exposure,https://cwe.mitre.org/data/definitions/319.html",Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,4.8,FTP Unencrypted Cleartext Login,21/tcp (ftp),1.3.6.1.4.1.25623.1.0.108528,,"usx01vspfs01.rpi.reliableparts.com (172.16.11.19 / 00:50:56:BB:11:D1),usx01vspftp02.rpi.reliableparts.com (172.16.11.137 / 00:50:56:BB:97:35)",2,17-Apr-2026,No,The remote host is running a FTP service that allows cleartext logins over   unencrypted connections.,"The remote FTP service accepts logins without a previous sent 'AUTH TLS' command. Response(s): Non-anonymous sessions: 331 Password required Anonymous sessions:     331 Password required --- The remote FTP service accepts logins without a previous sent 'AUTH TLS' command. Response(s): Non-anonymous sessions: 331 User name okay, need password. Anonymous sessions:     331 User name okay, please send complete E-mail address as password. The remote FTP service supports the 'AUTH TLS' command but isn't enforcing the use of it for: - Non-anonymous sessions - Anonymous sessions",An attacker can uncover login names and passwords by sniffing traffic to the   FTP service.,Enable FTPS or enforce the connection via the 'AUTH TLS' command. Please see   the manual of the FTP service for more information.,,"Tries to login to a non FTPS enabled FTP service without sending a   'AUTH TLS' command first and checks if the service is accepting the login without enforcing the use of   the 'AUTH TLS' command. Details: FTP Unencrypted Cleartext Login (OID: 1.3.6.1.4.1.25623.1.0.108528) Version used: 2023-12-20T05:05:58Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,4.7,CKEditor 5 < 35.0.1 XSS Vulnerability - Windows,"80/tcp (http),443/tcp (https)",1.3.6.1.4.1.25623.1.0.127121,CVE-2022-31175,usx01vspintr02.rpi.reliableparts.com (172.16.11.28 / 00:50:56:AD:85:39),1,17-Apr-2026,No,CKEditor 5 is prone to a cross-site scripting (XSS)   vulnerability.,Installed version: 4.5.6 Fixed version:     35.0.1 Installation path / port:       /ckeditor,The vulnerability allows to trigger a JavaScript code after   fulfilling special conditions.,Update to version 35.0.1 or later.,,"Checks if a vulnerable version is present on the target host. Details: CKEditor 5 < 35.0.1 XSS Vulnerability - Windows (OID: 1.3.6.1.4.1.25623.1.0.127121) Version used: 2023-10-18T05:05:17Z ",https://github.com/ckeditor/ckeditor5/security/advisories/GHSA-42wq-rch8-6f6j,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,4.4,"Oracle MySQL Server <= 8.0.39, 8.1 <= 8.4.0 Security Update (cpuoct2024) - Windows",3306/tcp (mysql),1.3.6.1.4.1.25623.1.0.170871,,usx01vsdb2bpoc1.rpi.reliableparts.com (172.16.11.147 / 00:50:56:BB:A4:0B),1,17-Apr-2026,No,Oracle MySQL Server is prone to a denial of service (DoS)   vulnerability.,Installed version: 8.0.34 Fixed version:     8.0.40 Installation path / port:       3306/tcp,,"Update to version 8.0.40, 8.4.1 or later.",,"Checks if a vulnerable version is present on the target host. Details: Oracle MySQL Server <= 8.0.39, 8.1 <= 8.4.0 Security Update (cpuoct2024) - W... (OID: 1.3.6.1.4.1.25623.1.0.170871) Version used: 2025-09-09T05:38:49Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,4.3,ht://Dig htsearch.cgi XSS,80/tcp (http),1.3.6.1.4.1.25623.1.0.15706,CVE-2002-2010,usx01vsdwmsapp8.rpi.reliableparts.com (172.16.11.135 / 00:50:56:BB:67:73),1,17-Apr-2026,No,"The 'htsearch' CGI, which is part of the ht://Dig package,   is vulnerable to cross-site scripting attacks,   through 'words' variable.   With a specially crafted URL, an attacker can cause arbitrary   code execution resulting in a loss of integrity.",Vulnerable URL: http://usx01vsdwmsapp8.rpi.reliableparts.com/htsearch.cgi?words=%22%3E%3Cscript%3Efoo%3C%2Fscript%3E,,Upgrade to a newer when available,," Details: ht://Dig htsearch.cgi XSS (OID: 1.3.6.1.4.1.25623.1.0.15706) Version used: 2023-08-03T05:05:16Z ",http://www.securityfocus.com/bid/5091,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,4.3,Apache Tomcat Information Disclosure Vulnerability (Mar 2023) - Windows,8080/tcp (http-alt),1.3.6.1.4.1.25623.1.0.104654,CVE-2023-28708,"usx01vspwf01.rpi.reliableparts.com (172.16.11.121 / 00:50:56:BB:49:EE),usx01vspwfrpt01.rpi.reliableparts.com (172.16.11.27 / 00:50:56:BB:3C:CC)",2,17-Apr-2026,No,Apache Tomcat is prone to an information disclosure   vulnerability.,Installed version: 9.0.48 Fixed version:     9.0.72 Installation path / port:       8080/tcp,,"Update to version 8.5.86, 9.0.72, 10.1.6, 11.0.0-M3 or later.","When using the RemoteIpFilter with requests received from a   reverse proxy via HTTP that include the X-Forwarded-Proto header set to https, session cookies   created by Tomcat did not include the secure attribute. This could result in the user agent   transmitting the session cookie over an insecure channel.","Checks if a vulnerable version is present on the target host. Details: Apache Tomcat Information Disclosure Vulnerability (Mar 2023) - Windows (OID: 1.3.6.1.4.1.25623.1.0.104654) Version used: 2024-06-07T05:05:42Z ","https://lists.apache.org/thread/hdksc59z3s7tm39x0pp33mtwdrt8qr67,https://tomcat.apache.org/security-11.html#Fixed_in_Apache_Tomcat_11.0.0-M3,https://tomcat.apache.org/security-10.html#Fixed_in_Apache_Tomcat_10.1.6,https://tomcat.apache.org/security-9.html#Fixed_in_Apache_Tomcat_9.0.72,https://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.5.86",Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,4.3,SSL/TLS: Deprecated TLSv1.0 and TLSv1.1 Protocol Detection,"3389/tcp,8080/tcp (http-alt),8000/tcp,443/tcp (https),5986/tcp,636/tcp (ldaps)",1.3.6.1.4.1.25623.1.0.117274,"CVE-2011-3389, CVE-2015-0204","usx01vsdb2bpoc1.rpi.reliableparts.com (172.16.11.147 / 00:50:56:BB:A4:0B),usx01vsptomct04.rpi.reliableparts.com (172.16.11.141 / 00:50:56:BB:51:A3),usx01vsptomct06.rpi.reliableparts.com (172.16.11.139 / 00:50:56:BB:1C:D8),usx01vspwf01.rpi.reliableparts.com (172.16.11.121 / 00:50:56:BB:49:EE),172.16.11.64 (00:50:56:BB:33:E4),usx01vspapch04.rpi.reliableparts.com (172.16.11.136 / 00:50:56:BB:06:62),usx01vsdrpl01.rpi.reliableparts.com (172.16.11.54 / 00:0C:29:BB:22:63),172.16.11.156 (00:50:56:AD:36:01),172.16.11.105 (00:50:56:BB:F1:3E),usx01vsptomct05.rpi.reliableparts.com (172.16.11.144 / 00:50:56:BB:F5:48),usx01vspwfrpt01.rpi.reliableparts.com (172.16.11.27 / 00:50:56:BB:3C:CC),usx01vspflyn01.rpi.reliableparts.com (172.16.11.101 / 00:50:56:BB:BA:64),usx01vspwmsgw8.rpi.reliableparts.com (172.16.11.179 / 00:50:56:BB:A6:33),usx01vsuapcms01.rpi.reliableparts.com (172.16.11.107 / 00:50:56:AD:98:1B),usx01vsdwmsapp7.rpi.reliableparts.com (172.16.11.127 / 00:50:56:BB:5A:0C),usx01vspsmtp02.rpi.reliableparts.com (172.16.11.123 / 00:50:56:BB:2E:B0),usx01vspintr02.rpi.reliableparts.com (172.16.11.28 / 00:50:56:AD:85:39),usx01vsdlatts01.rpi.reliableparts.com (172.16.11.126 / 00:50:56:BB:12:8D),usx01vspwmsgw2.rpi.reliableparts.com (172.16.11.131 / 00:50:56:BB:EC:7A),usx01vsptom04.rpi.reliableparts.com (172.16.11.140 / 00:50:56:BB:46:66),usx01vsdtomct01.rpi.reliableparts.com (172.16.11.114 / 00:50:56:AD:2C:E7),usx01vspwmsts2.rpi.reliableparts.com (172.16.11.128 / 00:50:56:BB:B1:8A),usx01vspwmsgw5.rpi.reliableparts.com (172.16.11.143 / 00:50:56:BB:85:A9),usx01vspwmsws2.rpi.reliableparts.com (172.16.11.130 / 00:50:56:BB:D5:08),usx01vspadmgr02.rpi.reliableparts.com (172.16.11.103 / 00:50:56:BB:B9:35),usx01vsdwmsapp8.rpi.reliableparts.com (172.16.11.135 / 00:50:56:BB:67:73),usx01vsuapcms02.rpi.reliableparts.com (172.16.11.68 / 00:50:56:BB:E1:01),usx01vspviz01.rpi.reliableparts.com (172.16.11.191 / 00:50:56:BB:57:00),usx01vspdc01.rpi.reliableparts.com (172.16.11.11 / 00:50:56:BB:6C:AF),usx01vspwmsgw3.rpi.reliableparts.com (172.16.11.133 / 00:50:56:BB:56:86),usx01vsptom03.rpi.reliableparts.com (172.16.11.138 / 00:50:56:BB:03:10),usx01vsplmsws1.rpi.reliableparts.com (172.16.11.142 / 00:50:56:BB:C0:A0),usx01vspwmsws1.rpi.reliableparts.com (172.16.11.129 / 00:50:56:BB:C2:F0),usx01vspfs02.rpi.reliableparts.com (172.16.11.102 / 00:50:56:BB:EE:FC),usx01vspvcon01.rpi.reliableparts.com (172.16.11.124 / 00:50:56:BB:59:23),usx01vspwmsgw7.rpi.reliableparts.com (172.16.11.172 / 00:50:56:BB:AD:BB),usx01vspwmsts1.rpi.reliableparts.com (172.16.11.104 / 00:50:56:BB:C3:A9),usx01vspprnt06.rpi.reliableparts.com (172.16.11.178 / 00:50:56:BB:1E:5A),usx01vspnpdf01.rpi.reliableparts.com (172.16.11.69 / 00:50:56:AD:E7:0E),usx01vspwmsgw4.rpi.reliableparts.com (172.16.11.134 / 00:50:56:BB:CB:92),172.16.11.181 (00:50:56:BB:33:E4),usx01vsdwmssql2.rpi.reliableparts.com (172.16.11.146 / 00:50:56:BB:F4:19),usx01vsdb2bpoc2.rpi.reliableparts.com (172.16.11.163 / 00:50:56:BB:BD:D1),usx01vsdwebfoc1.rpi.reliableparts.com (172.16.11.118 / 00:50:56:BB:E7:29),usx01vspfs01.rpi.reliableparts.com (172.16.11.19 / 00:50:56:BB:11:D1),usx01vspvmgw01.rpi.reliableparts.com (172.16.11.149 / 00:50:56:BB:4C:76),usx01vspvmbu01.rpi.reliableparts.com (172.16.11.112 / 00:50:56:BB:FB:B4),usx01vsdrpl02.rpi.reliableparts.com (172.16.11.110 / 00:50:56:BB:93:53),usx01vsppam360.rpi.reliableparts.com (172.16.11.109 / 00:50:56:BB:8C:F0),usx01vsdwmsapp5.rpi.reliableparts.com (172.16.11.108 / 00:50:56:BB:D3:22),usx01vspwmsts3.rpi.reliableparts.com (172.16.11.161 / 00:50:56:BB:19:B3),usx01vsprdsssh1.rpi.reliableparts.com (172.16.11.113 / 00:50:56:BB:C4:BC),usx01vspapp02.rpi.reliableparts.com (172.16.11.196 / 00:50:56:BB:FB:27),usx01vspwebfoc1.rpi.reliableparts.com (172.16.11.116 / 00:50:56:BB:2F:3A),usx01vsdb2bpoc3.rpi.reliableparts.com (172.16.11.169 / 00:50:56:BB:D6:C7),usx01vsdwmsapp1.rpi.reliableparts.com (172.16.11.125 / 00:50:56:AD:4C:E7),usx01vspsql03.rpi.reliableparts.com (172.16.11.106 / 00:50:56:BB:ED:74),usx01vsdwmsapp6.rpi.reliableparts.com (172.16.11.120 / 00:50:56:BB:2A:86),172.16.11.180 (00:50:56:BB:33:E4),usx01vspwmsgw6.rpi.reliableparts.com (172.16.11.160 / 00:50:56:BB:3F:E2),usx01vspitops.rpi.reliableparts.com (172.16.11.197 / 00:50:56:BB:9D:01),usx01vspftp02.rpi.reliableparts.com (172.16.11.137 / 00:50:56:BB:97:35),usx01vspwmsts4.rpi.reliableparts.com (172.16.11.148 / 00:50:56:BB:E8:EB),usx01vspwmsgw1.rpi.reliableparts.com (172.16.11.122 / 00:50:56:BB:AD:19),usx01vspwmssql1.rpi.reliableparts.com (172.16.11.132 / 00:50:56:BB:40:44),usx01vspwssql01.rpi.reliableparts.com (172.16.11.195 / 00:50:56:BB:AC:57),usx01vspazur02.rpi.reliableparts.com (172.16.11.119 / 00:50:56:BB:CD:71),usx01vsplb01.rpi.reliableparts.com (172.16.11.5 / 00:50:56:BB:16:87),usx01vsplb02.rpi.reliableparts.com (172.16.11.6 / 00:50:56:BB:DA:C9),usx01vspapch03.rpi.reliableparts.com (172.16.11.105 / 00:50:56:BB:F1:3E)",70,17-Apr-2026,No,It was possible to detect the usage of the deprecated TLSv1.0   and/or TLSv1.1 protocol on this system.,In addition to TLSv1.2+ the service is also providing the deprecated TLSv1.0 and TLSv1.1 protocols and supports one or more ciphers. Those supported ciphers can be found in the 'SSL/TLS: Report Supported Cipher Suites' (OID: 1.3.6.1.4.1.25623.1.0.802067) VT. --- In addition to TLSv1.2+ the service is also providing the deprecated TLSv1.1 protocol and supports one or more ciphers. Those supported ciphers can be found in the 'SSL/TLS: Report Supported Cipher Suites' (OID: 1.3.6.1.4.1.25623.1.0.802067) VT.,An attacker might be able to use the known cryptographic flaws to   eavesdrop the connection between clients and the service to get access to sensitive data   transferred within the secured connection.   Furthermore newly uncovered vulnerabilities in this protocols won't receive security updates   anymore.,It is recommended to disable the deprecated TLSv1.0 and/or   TLSv1.1 protocols in favor of the TLSv1.2+ protocols.   Please see the references for more resources supporting you with this task.,The TLSv1.0 and TLSv1.1 protocols contain known cryptographic   flaws like:   - CVE-2011-3389: Browser Exploit Against SSL/TLS (BEAST)   - CVE-2015-0204: Factoring Attack on RSA-EXPORT Keys Padding Oracle On Downgraded Legacy   Encryption (FREAK),"Checks the used TLS protocols of the services provided by this   system. Details: SSL/TLS: Deprecated TLSv1.0 and TLSv1.1 Protocol Detection (OID: 1.3.6.1.4.1.25623.1.0.117274) Version used: 2026-03-13T05:54:58Z ","https://ssl-config.mozilla.org/,https://bettercrypto.org/,https://datatracker.ietf.org/doc/rfc8996/,https://vnhacker.blogspot.com/2011/09/beast.html,https://web.archive.org/web/20201108095603/https://censys.io/blog/freak,https://www.enisa.europa.eu/publications/algorithms-key-size-and-parameters-report-2014",Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,4.3,CKEditor <= 46.1.0 Reflected XSS Vulnerability,"443/tcp (https),80/tcp (http)",1.3.6.1.4.1.25623.1.0.125501,,usx01vspintr02.rpi.reliableparts.com (172.16.11.28 / 00:50:56:AD:85:39),1,17-Apr-2026,No,CKEditor 5 is prone to a reflected cross-site scripting (XSS)   vulnerability when used with Angular.,Installed version: 4.5.6 Fixed version:     None Installation path / port:       /ckeditor,,"No known solution is available as of 14th November, 2025.   Information regarding this issue will be updated once solution details are available.",A reflected XSS vulnerability exists in CKEditor and allows   attackers to execute arbitrary code in the context of a user's browser by injecting a crafted   payload through the link feature using data URLs that bypass Angular's sanitization.,"Checks if a vulnerable version is present on the target host. Details: CKEditor <= 46.1.0 Reflected XSS Vulnerability (OID: 1.3.6.1.4.1.25623.1.0.125501) Version used: 2025-11-18T05:39:54Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
Medium,4.3,Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux,80/tcp (http),1.3.6.1.4.1.25623.1.0.125564,,172.16.11.13 (00:50:56:BB:67:04),1,17-Apr-2026,No,Apache HTTP Server is prone to a Server Side Includes (SSI)   vulnerability.,Installed version: 2.4.52 Fixed version:     2.4.66 Installation path / port:       80/tcp,,Update to version 2.4.66 or later.,Apache HTTP Server with SSI enabled and mod_cgid (but not   mod_cgi) passes the shell-escaped query string to #exec cmd='...' directives.,"Checks if a vulnerable version is present on the target host. Details: Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux (OID: 1.3.6.1.4.1.25623.1.0.125564) Version used: 2025-12-05T05:44:55Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
